1,22.881,11.4633
2,48.3868,31.575599999999998
3,49.2102,42.706199999999995
4,56.7423,54.950599999999994
5,76.0801,71.11200000000001
6,84.78209999999999,87.13180000000001
7,99.9834,96.0188
8,110.7796,107.73209999999999
9,118.2011,121.39770000000001
10,153.13920000000002,148.0138
11,163.3508,164.27979999999997
12,177.5215,177.6317
13,195.14050000000003,187.29149999999998
14,257.6762,269.26030000000003
15,276.9634,289.7394
16,288.0905,308.5172
17,303.7912,298.9713
18,335.2034,314.44030000000004
19,353.1662,372.8706000000001
20,513.7710000000001,516.5785000000001
21,532.751,531.8877
22,573.6742999999999,566.9884
23,587.8273,684.1584
24,641.3175,638.6226
25,712.503,653.131
26,719.5304,674.9098999999999
27,681.0734,724.7317
28,752.7136,721.3114
29,740.6687,741.7971
30,746.7559000000001,777.7048000000001
31,812.53,876.1876
32,881.2094000000001,884.0824999999999
